Date,Price,Open,High,Low,Vol.,Change %
08/20/2017,17.049,16.935,17.18,16.715,485.30K,0.29%
08/13/2017,17,17.13,17.32,16.56,484.32K,-0.41%
08-06-2017,17.07,16.27,17.24,16.095,443.88K,5.03%
07/30/2017,16.252,16.745,16.96,16.17,351.62K,-2.65%
07/23/2017,16.695,16.5,16.81,16.225,325.51K,1.45%
07/16/2017,16.457,15.99,16.51,15.935,396.04K,3.29%
07-09-2017,15.933,15.58,16.07,15.145,486.44K,3.29%
07-02-2017,15.425,16.635,16.645,15.32,457.89K,-7.23%
06/25/2017,16.627,16.695,16.915,16.225,415.99K,-0.12%
06/18/2017,16.647,16.67,16.76,16.315,406.41K,-0.08%
06-11-2017,16.661,17.17,17.365,16.62,486.40K,-3.26%
06-04-2017,17.223,17.55,17.745,17.155,349.18K,-1.72%
05/28/2017,17.525,17.34,17.58,16.985,341.77K,1.17%
05/21/2017,17.323,16.87,17.38,16.84,379.26K,3.14%
05/14/2017,16.796,16.46,17.035,16.41,465.61K,2.40%
05-07-2017,16.402,16.31,16.475,16.06,330.62K,0.79%
04/30/2017,16.274,17.24,17.29,16.215,418.49K,-5.72%
04/23/2017,17.262,17.82,17.975,17.185,466.62K,-3.33%
04/16/2017,17.856,18.585,18.655,17.785,463.91K,-3.53%
04-09-2017,18.51,17.93,18.605,17.735,314.11K,1.98%
04-02-2017,18.151,18.265,18.49,17.865,340.40K,-0.58%
03/26/2017,18.256,17.805,18.315,17.78,307.11K,2.86%
03/19/2017,17.748,17.425,17.8,17.34,222.20K,1.92%
03-12-2017,17.413,17.05,17.585,16.825,287.19K,2.90%
03-05-2017,16.923,17.99,17.995,16.855,306.88K,-4.61%
02/26/2017,17.74,18.42,18.54,17.66,391.63K,-3.62%
02/19/2017,18.406,17.995,18.46,17.815,340.29K,2.09%
02-12-2017,18.03,17.94,18.14,17.73,336.78K,0.54%
02-05-2017,17.933,17.52,18.02,17.46,324.73K,2.60%
01/29/2017,17.479,17.17,17.745,17.08,325.92K,2.00%
01/22/2017,17.136,17.12,17.31,16.635,284.70K,0.61%
01/15/2017,17.032,16.845,17.36,16.745,292.55K,1.59%
01-08-2017,16.765,16.52,17.02,16.455,322.89K,1.49%
01-02-2017,16.519,15.97,16.76,15.935,269.37K,0.00%
01-01-2017,16.519,15.97,16.76,15.935,269.37K,3.31%
12/26/2016,15.989,15.805,16.345,15.755,151.31K,0.00%
12/25/2016,15.989,15.79,16.345,15.76,86.64K,1.46%
12/18/2016,15.759,16.12,16.265,15.675,208.83K,-2.81%
12-11-2016,16.215,16.915,17.29,15.925,325.41K,-4.43%
12-04-2016,16.967,16.94,17.3,16.545,259.78K,0.80%
11/27/2016,16.832,16.56,16.87,16.3,311.97K,2.20%
11/20/2016,16.47,16.6,16.885,16.15,291.97K,-0.93%
11/13/2016,16.624,17.39,17.49,16.43,412.17K,-4.36%
11-06-2016,17.382,18.27,19.005,17.17,586.60K,-5.38%
10/30/2016,18.371,17.8,18.75,17.755,357.25K,3.23%
10/23/2016,17.796,17.52,17.935,17.465,278.38K,1.73%
10/16/2016,17.493,17.45,17.79,17.36,219.67K,0.30%
10-09-2016,17.441,17.6,17.855,17.315,267.13K,0.35%
10-02-2016,17.38,19.26,19.385,17.115,394.42K,-9.55%
09/25/2016,19.214,19.79,19.825,18.975,298.67K,-3.01%
09/18/2016,19.81,18.845,20.145,18.84,291.94K,5.03%
09-11-2016,18.862,19.205,19.35,18.715,268.33K,-2.61%
09-04-2016,19.368,19.47,20.235,19.08,260.36K,0.01%
08/28/2016,19.366,18.61,19.535,18.37,262.31K,3.83%
08/21/2016,18.651,19.25,19.25,18.44,366.48K,-3.45%
08/14/2016,19.317,19.755,20.12,19.22,346.97K,-1.96%
08-07-2016,19.703,19.55,20.515,19.515,317.89K,-0.58%
07/31/2016,19.817,20.41,20.835,19.715,308.65K,-2.60%
07/24/2016,20.347,19.695,20.585,19.355,279.71K,3.34%
07/17/2016,19.689,20.235,20.295,19.27,254.71K,-2.36%
07-10-2016,20.165,20.4,20.76,19.955,330.55K,0.33%
07-03-2016,20.099,19.84,21.225,19.28,400.13K,2.61%
06/26/2016,19.588,17.79,19.98,17.55,369.65K,10.11%
06/19/2016,17.789,17.46,18.37,17.105,339.25K,2.17%
06-12-2016,17.411,17.33,17.88,17.105,310.58K,0.47%
06-05-2016,17.33,16.415,17.38,16.245,290.16K,5.90%
05/29/2016,16.365,16.22,16.47,15.83,224.23K,0.59%
05/22/2016,16.269,16.5,16.59,16.14,220.41K,-1.59%
05/15/2016,16.532,17.14,17.43,16.35,265.81K,-3.50%
05-08-2016,17.132,17.46,17.62,16.85,251.67K,-2.25%
05-01-2016,17.527,17.92,18.06,17.215,276.15K,-1.64%
04/24/2016,17.819,16.9,18.02,16.81,360.99K,5.44%
04/17/2016,16.9,16.295,17.72,16.13,476.90K,3.60%
04-10-2016,16.313,15.38,16.395,15.37,325.58K,6.04%
04-03-2016,15.384,15.025,15.39,14.895,213.35K,2.25%
03/27/2016,15.046,15.19,15.55,14.785,231.64K,-1.01%
03/20/2016,15.199,15.83,16.04,15.105,198.23K,-3.87%
03/13/2016,15.811,15.52,16.17,15.2,269.34K,1.32%
03-06-2016,15.605,15.575,15.83,15.165,254.13K,-0.57%
02/28/2016,15.694,14.755,15.84,14.61,261.84K,6.66%
02/21/2016,14.714,15.365,15.595,14.695,352.95K,-4.29%
02/14/2016,15.373,15.705,15.74,15.155,260.09K,-2.64%
02-07-2016,15.79,15,15.99,14.9,328.48K,6.85%
01/31/2016,14.778,14.255,15.065,14.2,240.82K,3.76%
01/24/2016,14.243,14.065,14.585,14.025,207.83K,1.32%
01/17/2016,14.057,13.92,14.36,13.84,180.78K,1.16%
01-10-2016,13.896,13.965,14.205,13.73,225.97K,-0.16%
01-03-2016,13.918,13.815,14.385,13.8,241.98K,0.83%
12/27/2015,13.803,14.365,14.425,13.75,101.13K,-4.01%
12/20/2015,14.379,14.11,14.4,14.045,106.57K,2.01%
12/13/2015,14.096,13.9,14.31,13.62,229.49K,1.53%
12-06-2015,13.884,14.59,14.64,13.75,193.29K,-4.43%
11/29/2015,14.528,14.045,14.61,13.805,201.32K,3.42%
11/22/2015,14.048,14.135,14.375,13.855,225.21K,-0.34%
11/15/2015,14.096,14.265,14.42,13.99,235.88K,-0.76%
11-08-2015,14.204,14.73,14.76,14.14,267.02K,-3.31%
11-01-2015,14.691,15.535,15.55,14.685,213.65K,-5.63%
10/25/2015,15.567,15.845,16.37,15.475,227.03K,-1.64%
10/18/2015,15.827,16.015,16.1,15.61,196.60K,-1.78%
10-11-2015,16.114,15.795,16.195,15.615,217.15K,1.87%
10-04-2015,15.818,15.25,16.115,15.1,267.23K,3.64%
09/27/2015,15.263,15.07,15.3,14.36,226.11K,1.01%
09/20/2015,15.111,15.165,15.245,14.685,170.51K,-0.34%
09/13/2015,15.163,14.555,15.435,14.24,186.89K,4.54%
09-06-2015,14.505,14.55,14.93,14.25,151.52K,-0.30%
08/30/2015,14.549,14.58,14.95,14.39,163.84K,0.00%
08/23/2015,14.549,15.345,15.39,13.91,343.91K,-4.91%
08/16/2015,15.301,15.225,15.715,14.68,267.47K,0.58%
08-09-2015,15.213,14.75,15.585,14.705,284.53K,2.64%
08-02-2015,14.821,14.75,14.99,14.345,202.51K,0.52%
07/26/2015,14.745,14.69,14.97,14.495,174.38K,1.77%
07/19/2015,14.488,14.83,14.98,14.33,206.54K,-2.33%
07-12-2015,14.834,15.555,15.9,14.795,159.02K,-4.18%
07-05-2015,15.481,15.63,15.82,14.62,269.41K,0.00%
07-02-2015,15.481,15.715,15.82,14.62,277.47K,-0.52%
06/28/2015,15.562,15.865,16.04,15.435,178.23K,-1.31%
06/21/2015,15.768,16.1,16.23,15.48,266.86K,-2.12%
06/14/2015,16.109,15.9,16.43,15.81,217.35K,1.79%
06-07-2015,15.825,16.04,16.19,15.77,224.33K,-0.99%
05/31/2015,15.984,16.695,17.17,15.925,268.90K,-4.29%
05/24/2015,16.701,17.05,17.18,16.54,146.28K,-2.05%
05/17/2015,17.051,17.535,17.775,16.87,186.30K,-2.92%
05-10-2015,17.563,16.415,17.585,16.12,261.16K,6.67%
05-03-2015,16.465,16.13,16.765,16.125,180.30K,2.05%
04/26/2015,16.135,15.73,16.73,15.68,287.72K,3.19%
04/19/2015,15.636,16.275,16.34,15.55,269.05K,-3.65%
04-12-2015,16.229,16.42,16.51,15.955,207.52K,-0.93%
04-05-2015,16.382,16.995,17.31,16.105,207.91K,-1.91%
03/29/2015,16.701,16.99,17.075,16.435,148.65K,-2.16%
03/22/2015,17.069,16.755,17.405,16.61,194.99K,1.10%
03/15/2015,16.883,15.63,16.89,15.36,200.86K,8.96%
03-08-2015,15.494,15.93,15.96,15.26,150.95K,-1.98%
03-01-2015,15.807,16.575,16.79,15.745,161.24K,-4.54%
02/22/2015,16.558,16.255,16.905,16.04,207.56K,1.75%
02/15/2015,16.273,17.325,17.4,16.16,220.32K,-5.90%
02-08-2015,17.294,16.785,17.43,16.605,207.44K,3.59%
02-01-2015,16.694,17.155,17.75,16.545,224.00K,-2.99%
01/25/2015,17.208,18.3,18.49,16.74,218.39K,-5.97%
01/18/2015,18.3,17.84,18.505,17.63,196.73K,3.10%
01-11-2015,17.75,16.495,17.865,16.43,263.28K,8.11%
01-04-2015,16.419,15.795,16.74,15.63,187.43K,4.13%
12/28/2014,15.768,16.08,16.48,15.51,121.74K,-2.35%
12/21/2014,16.147,16.15,16.305,15.53,85.72K,0.73%
12/14/2014,16.03,17.05,17.08,15.54,221.13K,-6.02%
12-07-2014,17.057,16.25,17.355,16.165,202.76K,4.91%
11/30/2014,16.258,15.39,16.81,14.155,289.01K,4.51%
11/23/2014,15.556,16.365,16.69,15.41,224.74K,-5.12%
11/16/2014,16.395,16.305,16.6,15.87,309.99K,0.50%
11-09-2014,16.314,15.8,16.38,15.25,262.01K,3.82%
11-02-2014,15.714,16.11,16.22,15.04,282.78K,-2.43%
10/26/2014,16.106,17.185,17.4,15.635,250.10K,-6.26%
10/19/2014,17.182,17.335,17.655,17.035,154.44K,-0.86%
10-12-2014,17.331,17.36,17.82,17.02,184.33K,0.16%
10-05-2014,17.303,16.805,17.72,16.66,213.97K,2.83%
09/28/2014,16.826,17.575,17.635,16.64,232.71K,-4.05%
09/21/2014,17.537,17.855,17.99,17.27,270.27K,-1.72%
09/14/2014,17.844,18.61,18.885,17.78,211.72K,-4.10%
09-07-2014,18.606,19.19,19.345,18.455,197.78K,-2.87%
08/31/2014,19.156,19.495,19.565,19.02,149.38K,-1.72%
08/24/2014,19.492,19.415,19.95,19.285,205.75K,0.55%
08/17/2014,19.386,19.58,19.7,19.285,189.50K,-0.71%
08-10-2014,19.525,19.92,20.155,19.505,215.77K,-2.09%
08-03-2014,19.941,20.335,20.48,19.76,235.55K,-2.11%
07/27/2014,20.371,20.715,20.845,20.245,186.87K,-1.28%
07/20/2014,20.636,20.93,21.165,20.35,181.62K,-1.20%
07/13/2014,20.886,21.485,21.53,20.63,225.76K,-2.68%
07-06-2014,21.461,21.18,21.63,20.865,201.44K,0.00%
07-03-2014,21.461,21.2,21.63,20.865,201.44K,1.53%
06/29/2014,21.137,21.06,21.335,20.805,179.17K,0.01%
06/22/2014,21.134,20.865,21.25,20.705,305.94K,0.88%
06/15/2014,20.949,19.67,20.99,19.435,311.80K,6.58%
06-08-2014,19.655,19.02,19.72,18.97,226.67K,3.50%
06-01-2014,18.991,18.795,19.2,18.65,174.95K,1.65%
05/25/2014,18.682,19.44,19.5,18.615,181.71K,-3.79%
05/18/2014,19.418,19.37,19.825,19.225,166.08K,0.46%
05-11-2014,19.329,19.155,20.005,19.045,191.47K,1.09%
05-04-2014,19.121,19.545,19.77,19.045,165.07K,-2.17%
04/27/2014,19.546,19.73,19.755,18.685,230.66K,-0.74%
04/20/2014,19.691,19.6,19.91,18.93,270.21K,0.48%
04/13/2014,19.596,20.035,20.14,19.22,179.11K,-1.75%
04-06-2014,19.946,19.995,20.4,19.6,233.57K,0.00%
03/30/2014,19.946,19.855,20.23,19.635,183.92K,0.79%
03/23/2014,19.79,20.29,20.315,19.575,190.44K,-2.56%
03/16/2014,20.31,21.49,21.65,20.14,208.56K,-5.15%
03-09-2014,21.413,20.93,21.795,20.61,238.16K,2.32%
03-02-2014,20.928,21.325,21.74,20.755,209.70K,-1.47%
02/23/2014,21.241,21.92,22.18,21.025,308.30K,-2.48%
02/16/2014,21.782,21.48,21.98,21.315,274.46K,1.69%
02-09-2014,21.421,19.97,21.49,19.915,282.34K,7.45%
02-02-2014,19.936,19.095,20.335,19.06,194.04K,4.27%
01/26/2014,19.12,19.97,20.09,18.97,195.58K,-3.26%
01/19/2014,19.765,20.3,20.435,19.645,156.53K,-2.65%
01-12-2014,20.304,20.19,20.67,19.905,175.27K,0.40%
01-05-2014,20.223,20.135,20.355,19.31,207.83K,0.06%
12/29/2013,20.211,20.08,20.44,18.72,147.28K,0.81%
12/22/2013,20.049,19.42,20.105,19.265,72.31K,3.06%
12/15/2013,19.453,19.655,20.29,19.1,205.84K,-0.77%
12-08-2013,19.604,19.555,20.48,19.28,191.93K,0.41%
12-01-2013,19.523,19.99,20.01,18.89,224.60K,-2.55%
11/24/2013,20.033,19.83,20.3,19.57,170.09K,0.86%
11/17/2013,19.862,20.775,20.8,19.705,257.89K,-4.17%
11-10-2013,20.727,21.425,21.45,20.41,236.48K,-2.77%
11-03-2013,21.317,21.87,22.075,21.25,187.75K,-2.38%
10/27/2013,21.837,22.59,23.095,21.705,201.65K,-3.54%
10/20/2013,22.639,21.91,22.91,21.855,173.98K,3.31%
10/13/2013,21.913,21.39,22.2,20.495,204.63K,3.08%
10-06-2013,21.259,21.74,22.525,20.95,185.54K,-2.27%
09/29/2013,21.752,21.795,22.11,20.63,180.31K,-0.36%
09/22/2013,21.831,21.89,22.175,21.3,202.13K,-0.44%
09/15/2013,21.927,22.3,23.445,21.225,258.19K,0.95%
09-08-2013,21.72,23.835,24.25,21.42,200.77K,-9.09%
09-01-2013,23.891,23.48,24.53,23.04,199.64K,1.61%
08/25/2013,23.513,24.02,25.12,23.41,363.03K,-0.95%
08/18/2013,23.738,23.25,24.11,22.28,280.50K,1.78%
08-11-2013,23.322,20.68,23.4,20.62,341.70K,14.28%
08-04-2013,20.407,19.85,20.58,19.1,215.23K,2.49%
07/28/2013,19.912,19.92,20.265,19.185,210.30K,0.71%
07/21/2013,19.771,19.495,20.595,19.495,199.29K,1.60%
07/14/2013,19.46,19.865,20.18,19.215,171.21K,-1.68%
07-07-2013,19.792,18.855,20.25,18.67,180.18K,5.64%
06/30/2013,18.736,19.5,20.075,18.665,174.88K,-3.77%
06/23/2013,19.47,20.055,20.175,18.17,354.74K,-2.45%
06/16/2013,19.959,22.05,22.055,19.31,292.76K,-9.09%
06-09-2013,21.954,21.565,22.5,21.33,210.58K,0.97%
06-02-2013,21.743,22.175,22.915,21.51,245.16K,-2.25%
05/26/2013,22.243,22.36,23.06,22.1,169.92K,-1.12%
05/19/2013,22.496,22.265,23.29,20.25,283.71K,0.64%
05-12-2013,22.352,23.78,23.84,22.06,220.52K,-5.52%
05-05-2013,23.658,24.15,24.42,23.15,189.51K,-1.48%
04/28/2013,24.014,24.025,24.58,23.21,230.79K,0.95%
04/21/2013,23.788,23.305,24.835,22.555,339.19K,3.61%
04/14/2013,22.96,25.94,26.045,22,504.95K,-12.80%
04-07-2013,26.331,27.285,28.02,25.725,279.07K,-3.27%
03/31/2013,27.22,28.21,28.36,26.575,252.39K,-3.89%
03/24/2013,28.323,28.68,28.89,28.08,140.72K,-1.31%
03/17/2013,28.698,28.85,29.325,28.4,169.58K,-0.53%
03-10-2013,28.851,28.985,29.35,28.53,145.00K,-0.34%
03-03-2013,28.948,28.68,29.26,28.325,179.60K,1.61%
02/24/2013,28.49,28.785,29.44,27.925,283.54K,0.11%
02/17/2013,28.46,29.81,30.15,28.255,290.31K,-4.65%
02-10-2013,29.849,31.45,31.535,29.66,230.65K,-5.06%
02-03-2013,31.441,31.875,32.115,31.295,197.56K,-1.62%
01/27/2013,31.958,31.16,32.3,30.745,236.44K,2.41%
01/20/2013,31.206,31.925,32.485,31.125,171.04K,-2.27%
01/13/2013,31.932,30.42,32.14,30.38,203.95K,5.01%
01-06-2013,30.408,30.235,30.95,29.86,197.58K,1.54%
12/30/2012,29.946,30.08,31.535,29.24,160.22K,-0.10%
12/23/2012,29.975,30.02,30.53,29.715,78.23K,-0.75%
12/16/2012,30.203,32.4,32.6,29.635,237.34K,-6.49%
12-09-2012,32.299,33.125,33.875,32.245,187.26K,-2.51%
12-02-2012,33.131,33.495,33.93,32.585,199.24K,-0.44%
11/25/2012,33.279,34.075,34.49,32.9,333.64K,-2.45%
11/18/2012,34.116,32.285,34.16,32.285,175.21K,5.39%
11-11-2012,32.37,32.65,32.93,32.015,220.87K,-0.70%
11-04-2012,32.599,30.89,32.785,30.655,242.82K,5.65%
10/28/2012,30.857,32.115,32.695,30.815,153.42K,-3.68%
10/21/2012,32.036,31.99,32.5,31.535,179.76K,-0.19%
10/14/2012,32.097,33.455,33.47,31.945,175.57K,-4.67%
10-07-2012,33.669,34.57,34.605,33.45,181.25K,-2.61%
09/30/2012,34.572,34.53,35.445,34.21,202.31K,-0.01%
09/23/2012,34.577,34.52,34.925,33.36,237.68K,-0.18%
09/16/2012,34.638,34.625,35.26,33.845,257.77K,-0.05%
09-09-2012,34.656,33.71,34.985,32.51,283.96K,2.87%
09-02-2012,33.69,31.735,33.775,31.575,202.50K,7.15%
08/26/2012,31.442,30.77,31.815,30.265,251.86K,2.68%
08/19/2012,30.621,28.055,30.79,27.875,229.47K,9.35%
08-12-2012,28.002,28.09,28.29,27.43,145.91K,-0.21%
08-05-2012,28.062,27.77,28.315,27.53,152.43K,0.94%
07/29/2012,27.801,27.685,28.335,26.88,191.40K,1.10%
07/22/2012,27.498,27.2,27.85,26.575,194.43K,0.72%
07/15/2012,27.302,27.4,27.595,26.72,159.50K,-0.24%
07-08-2012,27.369,27.035,27.58,26.425,159.12K,1.67%
07-01-2012,26.92,27.5,28.445,26.905,140.72K,-2.51%
06/24/2012,27.612,26.82,27.915,26.105,298.44K,3.57%
06/17/2012,26.661,28.99,29.01,26.51,250.43K,-7.23%
06-10-2012,28.74,28.74,29.095,28.15,185.02K,0.94%
06-03-2012,28.471,28.68,29.865,27.91,246.72K,-0.14%
05/27/2012,28.512,28.595,28.76,27.17,213.17K,0.44%
05/20/2012,28.386,28.685,28.855,27.08,215.32K,-1.15%
05/13/2012,28.715,28.88,29,26.73,229.41K,-0.61%
05-06-2012,28.89,30.31,30.39,28.415,189.36K,-5.07%
04/29/2012,30.432,31.33,31.445,29.78,181.06K,-3.12%
04/22/2012,31.411,31.64,31.685,29.925,256.57K,-0.76%
04/15/2012,31.651,31.445,32.015,31.175,200.02K,0.83%
04-08-2012,31.39,31.9,32.58,31.11,219.57K,-1.07%
04-01-2012,31.73,32.355,33.295,30.98,187.21K,-2.32%
03/25/2012,32.484,32.255,33.19,31.63,167.01K,0.66%
03/18/2012,32.272,32.575,33.09,31.09,199.85K,-1.02%
03-11-2012,32.604,34.29,34.41,31.625,248.21K,-4.70%
03-04-2012,34.212,34.71,34.95,32.49,259.80K,-0.91%
02/26/2012,34.525,35.43,37.58,33.825,350.21K,-2.30%
02/19/2012,35.338,33.33,35.72,33.325,255.72K,6.39%
02-12-2012,33.216,33.665,34.035,32.64,222.96K,-1.15%
02-05-2012,33.604,33.665,34.52,32.985,238.52K,-0.43%
01/29/2012,33.749,33.85,34.41,32.93,216.19K,-0.12%
01/22/2012,33.79,32.105,33.965,31.525,193.19K,6.68%
01/15/2012,31.675,29.67,32.21,29.455,157.32K,7.29%
01-08-2012,29.522,28.77,30.675,28.55,178.45K,2.93%
01-02-2012,28.683,27.98,29.74,27.905,149.85K,0.00%
01-01-2012,28.683,27.98,29.74,27.905,149.85K,2.75%
12/26/2011,27.915,29.1,29.22,26.145,105.91K,0.00%
12/25/2011,27.915,28.735,28.94,26.145,62.15K,-4.02%
12/18/2011,29.084,29.77,30.21,28.68,131.05K,-1.98%
12-11-2011,29.671,32.25,32.3,28.12,232.38K,-8.01%
12-04-2011,32.253,32.67,33.3,31.425,181.17K,-1.32%
11/27/2011,32.686,31.26,33.74,31.12,191.46K,5.39%
11/20/2011,31.014,32.4,33.04,30.65,224.94K,-4.33%
11/13/2011,32.417,34.715,34.92,30.925,257.32K,-6.53%
11-06-2011,34.682,34.084,35.35,33.13,216.88K,1.75%
10/30/2011,34.084,35.205,35.45,32.105,191.57K,-3.41%
10/23/2011,35.288,31.39,35.7,31.23,206.90K,13.13%
10/16/2011,31.193,32.22,32.675,29.935,228.88K,-3.05%
10-09-2011,32.173,31.34,33.1,31.21,154.42K,3.81%
10-02-2011,30.993,29.935,32.85,28.435,235.21K,3.02%
09/25/2011,30.083,30.85,33.585,26.15,348.10K,-0.06%
09/18/2011,30.101,40.675,40.9,29.845,338.16K,-26.28%
09-11-2011,40.831,41.49,41.6,39.4,203.04K,-1.91%
09-04-2011,41.624,42.99,43.445,40.385,183.98K,-3.36%
08/28/2011,43.069,41.74,43.5,40.29,194.23K,5.17%
08/21/2011,40.952,43.575,44.275,38.76,438.77K,-3.49%
08/14/2011,42.432,39.075,42.97,38.69,237.55K,8.48%
08-07-2011,39.114,38.825,40.4,37.025,315.63K,2.36%
07/31/2011,38.211,39.645,42.295,37.555,363.08K,-4.72%
07/24/2011,40.106,40.35,41.465,39.3,291.71K,-0.04%
07/17/2011,40.122,39.35,40.88,38.215,339.52K,2.69%
07-10-2011,39.071,36.725,39.395,34.81,337.12K,6.92%
07-03-2011,36.543,33.92,36.895,33.795,213.09K,8.42%
06/26/2011,33.705,34.3,35.16,33.38,285.82K,-2.69%
06/19/2011,34.638,35.99,36.77,34.145,332.23K,-3.11%
06-12-2011,35.748,36.19,36.35,34.4,309.94K,-1.59%
06-05-2011,36.327,36.24,37.86,36.065,277.07K,0.38%
05/29/2011,36.191,37.995,38.765,35.065,300.87K,-4.42%
05/22/2011,37.863,35.015,38.845,34.34,326.24K,7.91%
05/15/2011,35.087,35.245,35.75,32.96,368.46K,0.21%
05-08-2011,35.013,35.69,39.47,32.3,587.67K,-0.78%
05-01-2011,35.287,48.09,48.19,33.035,875.88K,-27.39%
04/24/2011,48.599,47.25,49.82,44.61,843.79K,5.51%
04/17/2011,46.059,43.035,46.69,42.2,537.80K,8.19%
04-10-2011,42.571,41,43.05,39.705,534.44K,4.83%
04-03-2011,40.608,37.845,40.96,37.81,330.64K,7.62%
03/27/2011,37.732,37.34,37.98,36.435,314.08K,1.84%
03/20/2011,37.049,35.355,38.18,35.355,334.56K,5.68%
03/13/2011,35.058,35.935,36.505,33.565,356.75K,-2.44%
03-06-2011,35.935,35.64,36.745,34.05,392.08K,1.72%
02/27/2011,35.327,33.345,35.67,33.255,290.43K,7.30%
02/20/2011,32.923,32.65,34.33,31.695,369.11K,1.94%
02/13/2011,32.296,29.885,32.87,29.79,335.93K,7.67%
02-06-2011,29.995,29.175,30.5,29.005,291.29K,3.22%
01/30/2011,29.059,27.96,29.285,27.52,283.25K,4.08%
01/23/2011,27.919,27.5,28.03,26.3,315.13K,1.79%
01/16/2011,27.427,28.425,29.49,27.08,290.75K,-3.15%
01-09-2011,28.32,28.75,29.845,28.1,291.63K,-1.22%
01-02-2011,28.671,30.93,31.275,28.325,353.09K,-7.32%
12/26/2010,30.937,29.16,30.975,28.81,128.01K,5.49%
12/19/2010,29.328,29.385,29.605,28.81,139.38K,0.67%
12-12-2010,29.133,28.66,29.985,28.35,285.20K,1.85%
12-05-2010,28.605,29.55,30.75,28.01,408.22K,-2.28%
11/28/2010,29.271,26.785,29.49,26.525,354.46K,9.33%
11/21/2010,26.772,27.59,27.895,26.475,284.06K,-1.50%
11/14/2010,27.179,26.025,27.4,24.98,411.34K,4.77%
11-07-2010,25.942,26.86,29.34,25.76,599.40K,-3.01%
10/31/2010,26.748,24.75,26.915,23.935,337.37K,8.89%
10/24/2010,24.564,23.3,24.75,23.165,283.19K,6.25%
10/17/2010,23.118,24.305,24.515,22.84,312.38K,-4.82%
10-10-2010,24.288,23.41,24.95,22.945,290.58K,5.12%
10-03-2010,23.105,22.125,23.53,21.81,283.72K,4.74%
09/26/2010,22.06,21.46,22.17,21.06,208.00K,3.09%
09/19/2010,21.399,20.78,21.49,20.515,159.63K,2.80%
09-12-2010,20.816,19.895,21.025,19.82,158.76K,4.89%
09-05-2010,19.845,19.94,20.18,19.585,128.23K,-0.52%
08/29/2010,19.949,19.1,19.985,18.86,130.85K,4.59%
08/22/2010,19.074,18.01,19.375,17.735,212.96K,6.02%
08/15/2010,17.991,18.12,18.62,17.845,170.50K,-0.65%
08-08-2010,18.109,18.5,18.575,17.795,130.72K,-1.97%
08-01-2010,18.472,18,18.7,17.975,135.86K,2.61%
07/25/2010,18.003,18.1,18.27,17.325,149.96K,-0.54%
07/18/2010,18.101,17.84,18.28,17.44,136.09K,1.76%
07-11-2010,17.788,18.11,18.535,17.73,118.53K,-1.58%
07-04-2010,18.073,17.87,18.235,17.565,93.31K,2.00%
06/27/2010,17.719,19.085,19.23,17.635,169.55K,-7.28%
06/20/2010,19.11,19.2,19.46,18.17,207.82K,-0.39%
06/13/2010,19.184,18.25,19.275,18.2,142.59K,5.23%
06-06-2010,18.231,17.46,18.535,17.195,183.81K,5.39%
05/30/2010,17.299,18.41,18.735,17.285,126.73K,-6.10%
05/23/2010,18.422,17.655,18.645,17.53,149.33K,4.37%
05/16/2010,17.651,19.33,19.445,17.41,216.23K,-8.19%
05-09-2010,19.225,18.575,19.845,18.215,215.21K,4.19%
05-02-2010,18.451,18.685,18.89,17.08,244.47K,-1.01%
04/25/2010,18.639,18.35,18.79,17.82,191.66K,2.46%
04/18/2010,18.192,17.695,18.35,17.49,178.88K,2.93%
04-11-2010,17.675,18.48,18.605,17.61,187.34K,-3.68%
04-04-2010,18.351,17.845,18.445,17.81,148.64K,2.58%
03/28/2010,17.89,16.98,18,16.935,113.59K,5.82%
03/21/2010,16.906,17.01,17.15,16.55,144.07K,-0.74%
03/14/2010,17.032,17.065,17.6,16.965,129.05K,-0.09%
03-07-2010,17.048,17.39,17.665,16.835,162.58K,-1.92%
02/28/2010,17.382,16.525,17.515,16.33,147.48K,5.21%
02/21/2010,16.521,16.37,16.565,15.62,204.10K,0.66%
02/14/2010,16.413,15.57,16.51,15.45,167.68K,6.25%
02-07-2010,15.447,15.16,15.74,14.95,196.06K,4.16%
01/31/2010,14.83,16.17,16.95,14.65,226.82K,-8.40%
01/24/2010,16.19,17.05,17.275,16.015,187.61K,-4.38%
01/17/2010,16.932,18.41,18.88,16.88,187.31K,-8.11%
01-10-2010,18.427,18.51,18.925,18.16,146.16K,-0.23%
01-03-2010,18.47,16.94,18.525,16.85,162.62K,9.65%
12/27/2009,16.845,17.55,17.69,16.765,64.02K,-3.41%
12/20/2009,17.44,17.3,17.545,16.78,79.09K,0.69%
12/13/2009,17.32,17.14,17.81,17.095,129.03K,1.35%
12-06-2009,17.09,18.48,18.585,16.9,186.37K,-7.72%
11/29/2009,18.52,18.355,19.5,18.135,190.96K,1.01%
11/22/2009,18.335,18.525,18.95,17.72,205.18K,-0.57%
11/15/2009,18.44,17.49,18.855,17.475,238.37K,6.10%
11-08-2009,17.38,17.445,17.78,17.025,182.36K,0.03%
11-01-2009,17.375,16.285,17.635,16.245,196.44K,6.89%
10/25/2009,16.255,17.71,17.8,16.12,214.61K,-8.28%
10/18/2009,17.723,17.485,17.97,17.27,144.35K,1.74%
10-11-2009,17.42,17.735,18.175,17.21,145.72K,-1.53%
